title,slug,category,target_audience,search_intent,cta_type,button_text,supporting_copy,destination_url,placement
Control Plane Taints,/blog/infrastructureengineering/16-control-plane-taints,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,View a system architecture page,See The Full System,See how this fits into the production infrastructure engineering system it was built for.,/systems/infrastructure,Mid-article
Control Plane Taints,/blog/infrastructureengineering/16-control-plane-taints,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Download a PDF guide or checklist,Get The Cluster Blueprint,"Get the Raspberry Pi AI Cluster Blueprint — hardware list, network diagrams, Kubernetes manifests, and Grafana dashboards ($19).",/products/raspberry-pi-ai-cluster-blueprint,End of article
Control Plane Taints,/blog/infrastructureengineering/16-control-plane-taints,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Read a related article,Read: Cooling and Power Setup,"Continue with ""Cooling and Power Setup"" for the next piece of this system.",/blog/infrastructureengineering/17-cooling-and-power-setup,End of article
Control Plane Taints,/blog/infrastructureengineering/16-control-plane-taints,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Join an email newsletter,Get New Posts By Email,Get new infrastructure engineering breakdowns delivered before they're public.,/newsletter,Sticky sidebar
Cooling and Power Setup,/blog/infrastructureengineering/17-cooling-and-power-setup,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Explore a category pillar page,Browse More Like This,See every infrastructure engineering deep-dive in this series.,/categories/infrastructure-engineering,Intro
Cooling and Power Setup,/blog/infrastructureengineering/17-cooling-and-power-setup,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,View a system architecture page,See The Full System,See how this fits into the production infrastructure engineering system it was built for.,/systems/infrastructure,Mid-article
Cooling and Power Setup,/blog/infrastructureengineering/17-cooling-and-power-setup,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Download a PDF guide or checklist,Get The Cluster Blueprint,"Get the Raspberry Pi AI Cluster Blueprint — hardware list, network diagrams, Kubernetes manifests, and Grafana dashboards ($19).",/products/raspberry-pi-ai-cluster-blueprint,End of article
Cooling and Power Setup,/blog/infrastructureengineering/17-cooling-and-power-setup,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Read a related article,Read: Cost vs Performance Tradeoffs,"Continue with ""Cost vs Performance Tradeoffs"" for the next piece of this system.",/blog/infrastructureengineering/18-cost-vs-performance-tradeoffs,End of article
Cooling and Power Setup,/blog/infrastructureengineering/17-cooling-and-power-setup,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Join an email newsletter,Get New Posts By Email,Get new infrastructure engineering breakdowns delivered before they're public.,/newsletter,Sticky sidebar
Cost vs Performance Tradeoffs,/blog/infrastructureengineering/18-cost-vs-performance-tradeoffs,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Commercial,Explore a category pillar page,Browse More Like This,See every infrastructure engineering deep-dive in this series.,/categories/infrastructure-engineering,Intro
Cost vs Performance Tradeoffs,/blog/infrastructureengineering/18-cost-vs-performance-tradeoffs,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Commercial,View a system architecture page,See The Full System,See how this fits into the production infrastructure engineering system it was built for.,/systems/infrastructure,Mid-article
Cost vs Performance Tradeoffs,/blog/infrastructureengineering/18-cost-vs-performance-tradeoffs,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Commercial,Contact me about freelance work,Get Help With This,Planning a similar build or migration? Let's talk it through.,/hire-me,Exit intent
Cost vs Performance Tradeoffs,/blog/infrastructureengineering/18-cost-vs-performance-tradeoffs,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Commercial,Download a PDF guide or checklist,Get The Cluster Blueprint,"Get the Raspberry Pi AI Cluster Blueprint — hardware list, network diagrams, Kubernetes manifests, and Grafana dashboards ($19).",/products/raspberry-pi-ai-cluster-blueprint,End of article
Cost vs Performance Tradeoffs,/blog/infrastructureengineering/18-cost-vs-performance-tradeoffs,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Commercial,Read a related article,Read: DNS and Service Discovery,"Continue with ""DNS and Service Discovery"" for the next piece of this system.",/blog/infrastructureengineering/19-dns-and-service-discovery,End of article
Cost vs Performance Tradeoffs,/blog/infrastructureengineering/18-cost-vs-performance-tradeoffs,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Commercial,Join an email newsletter,Get New Posts By Email,Get new infrastructure engineering breakdowns delivered before they're public.,/newsletter,Sticky sidebar
DNS and Service Discovery,/blog/infrastructureengineering/19-dns-and-service-discovery,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Explore a category pillar page,Browse More Like This,See every infrastructure engineering deep-dive in this series.,/categories/infrastructure-engineering,Intro
DNS and Service Discovery,/blog/infrastructureengineering/19-dns-and-service-discovery,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,View a system architecture page,See The Full System,See how this fits into the production infrastructure engineering system it was built for.,/systems/infrastructure,Mid-article
DNS and Service Discovery,/blog/infrastructureengineering/19-dns-and-service-discovery,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Download a PDF guide or checklist,Get The Cluster Blueprint,"Get the Raspberry Pi AI Cluster Blueprint — hardware list, network diagrams, Kubernetes manifests, and Grafana dashboards ($19).",/products/raspberry-pi-ai-cluster-blueprint,End of article
DNS and Service Discovery,/blog/infrastructureengineering/19-dns-and-service-discovery,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Read a related article,Read: Future Expansion Plans,"Continue with ""Future Expansion Plans"" for the next piece of this system.",/blog/infrastructureengineering/20-future-expansion-plans,End of article
DNS and Service Discovery,/blog/infrastructureengineering/19-dns-and-service-discovery,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Join an email newsletter,Get New Posts By Email,Get new infrastructure engineering breakdowns delivered before they're public.,/newsletter,Sticky sidebar
Future Expansion Plans,/blog/infrastructureengineering/20-future-expansion-plans,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Commercial,Explore a category pillar page,Browse More Like This,See every infrastructure engineering deep-dive in this series.,/categories/infrastructure-engineering,Intro
Future Expansion Plans,/blog/infrastructureengineering/20-future-expansion-plans,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Commercial,View a system architecture page,See The Full System,See how this fits into the production infrastructure engineering system it was built for.,/systems/infrastructure,Mid-article
Future Expansion Plans,/blog/infrastructureengineering/20-future-expansion-plans,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Commercial,Contact me about freelance work,Get Help With This,Planning a similar build or migration? Let's talk it through.,/hire-me,Exit intent
Future Expansion Plans,/blog/infrastructureengineering/20-future-expansion-plans,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Commercial,Download a PDF guide or checklist,Get The Cluster Blueprint,"Get the Raspberry Pi AI Cluster Blueprint — hardware list, network diagrams, Kubernetes manifests, and Grafana dashboards ($19).",/products/raspberry-pi-ai-cluster-blueprint,End of article
Future Expansion Plans,/blog/infrastructureengineering/20-future-expansion-plans,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Commercial,Read a related article,Read: Gitea Runners Pipeline,"Continue with ""Gitea Runners Pipeline"" for the next piece of this system.",/blog/infrastructureengineering/21-gitea-runners-pipeline,End of article
Future Expansion Plans,/blog/infrastructureengineering/20-future-expansion-plans,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Commercial,Join an email newsletter,Get New Posts By Email,Get new infrastructure engineering breakdowns delivered before they're public.,/newsletter,Sticky sidebar
Gitea Runners Pipeline,/blog/infrastructureengineering/21-gitea-runners-pipeline,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Explore a category pillar page,Browse More Like This,See every infrastructure engineering deep-dive in this series.,/categories/infrastructure-engineering,Intro
Gitea Runners Pipeline,/blog/infrastructureengineering/21-gitea-runners-pipeline,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,View a system architecture page,See The Full System,See how this fits into the production infrastructure engineering system it was built for.,/systems/infrastructure,Mid-article
Gitea Runners Pipeline,/blog/infrastructureengineering/21-gitea-runners-pipeline,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Download a PDF guide or checklist,Get The Cluster Blueprint,"Get the Raspberry Pi AI Cluster Blueprint — hardware list, network diagrams, Kubernetes manifests, and Grafana dashboards ($19).",/products/raspberry-pi-ai-cluster-blueprint,End of article
Gitea Runners Pipeline,/blog/infrastructureengineering/21-gitea-runners-pipeline,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Read a related article,Read: Infrastructure Design,"Continue with ""Infrastructure Design"" for the next piece of this system.",/blog/infrastructureengineering/22-infrastructure-design,End of article
Gitea Runners Pipeline,/blog/infrastructureengineering/21-gitea-runners-pipeline,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Join an email newsletter,Get New Posts By Email,Get new infrastructure engineering breakdowns delivered before they're public.,/newsletter,Sticky sidebar
Infrastructure Design,/blog/infrastructureengineering/22-infrastructure-design,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Commercial,Explore a category pillar page,Browse More Like This,See every infrastructure engineering deep-dive in this series.,/categories/infrastructure-engineering,Intro
Infrastructure Design,/blog/infrastructureengineering/22-infrastructure-design,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Commercial,View a system architecture page,See The Full System,See how this fits into the production infrastructure engineering system it was built for.,/systems/infrastructure,Mid-article
Infrastructure Design,/blog/infrastructureengineering/22-infrastructure-design,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Commercial,Contact me about freelance work,Get Help With This,Planning a similar build or migration? Let's talk it through.,/hire-me,Exit intent
Infrastructure Design,/blog/infrastructureengineering/22-infrastructure-design,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Commercial,Download a PDF guide or checklist,Get The Cluster Blueprint,"Get the Raspberry Pi AI Cluster Blueprint — hardware list, network diagrams, Kubernetes manifests, and Grafana dashboards ($19).",/products/raspberry-pi-ai-cluster-blueprint,End of article
Infrastructure Design,/blog/infrastructureengineering/22-infrastructure-design,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Commercial,Read a related article,Read: Installing Gitea in Kubernetes,"Continue with ""Installing Gitea in Kubernetes"" for the next piece of this system.",/blog/infrastructureengineering/23-installing-gitea-in-kubernetes,End of article
Infrastructure Design,/blog/infrastructureengineering/22-infrastructure-design,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Commercial,Join an email newsletter,Get New Posts By Email,Get new infrastructure engineering breakdowns delivered before they're public.,/newsletter,Sticky sidebar
Installing Gitea in Kubernetes,/blog/infrastructureengineering/23-installing-gitea-in-kubernetes,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Explore a category pillar page,Browse More Like This,See every infrastructure engineering deep-dive in this series.,/categories/infrastructure-engineering,Intro
Installing Gitea in Kubernetes,/blog/infrastructureengineering/23-installing-gitea-in-kubernetes,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,View a system architecture page,See The Full System,See how this fits into the production infrastructure engineering system it was built for.,/systems/infrastructure,Mid-article
Installing Gitea in Kubernetes,/blog/infrastructureengineering/23-installing-gitea-in-kubernetes,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Download a PDF guide or checklist,Get The Cluster Blueprint,"Get the Raspberry Pi AI Cluster Blueprint — hardware list, network diagrams, Kubernetes manifests, and Grafana dashboards ($19).",/products/raspberry-pi-ai-cluster-blueprint,End of article
Installing Gitea in Kubernetes,/blog/infrastructureengineering/23-installing-gitea-in-kubernetes,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Read a related article,Read: Network Topology,"Continue with ""Network Topology"" for the next piece of this system.",/blog/infrastructureengineering/24-network-topology,End of article
Installing Gitea in Kubernetes,/blog/infrastructureengineering/23-installing-gitea-in-kubernetes,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Join an email newsletter,Get New Posts By Email,Get new infrastructure engineering breakdowns delivered before they're public.,/newsletter,Sticky sidebar
Network Topology,/blog/infrastructureengineering/24-network-topology,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Explore a category pillar page,Browse More Like This,See every infrastructure engineering deep-dive in this series.,/categories/infrastructure-engineering,Intro
Network Topology,/blog/infrastructureengineering/24-network-topology,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,View a system architecture page,See The Full System,See how this fits into the production infrastructure engineering system it was built for.,/systems/infrastructure,Mid-article
Network Topology,/blog/infrastructureengineering/24-network-topology,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Download a PDF guide or checklist,Get The Cluster Blueprint,"Get the Raspberry Pi AI Cluster Blueprint — hardware list, network diagrams, Kubernetes manifests, and Grafana dashboards ($19).",/products/raspberry-pi-ai-cluster-blueprint,End of article
Network Topology,/blog/infrastructureengineering/24-network-topology,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Read a related article,Read: Networking Issues,"Continue with ""Networking Issues"" for the next piece of this system.",/blog/infrastructureengineering/25-networking-issues,End of article
Network Topology,/blog/infrastructureengineering/24-network-topology,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Join an email newsletter,Get New Posts By Email,Get new infrastructure engineering breakdowns delivered before they're public.,/newsletter,Sticky sidebar
Networking Issues,/blog/infrastructureengineering/25-networking-issues,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Explore a category pillar page,Browse More Like This,See every infrastructure engineering deep-dive in this series.,/categories/infrastructure-engineering,Intro
Networking Issues,/blog/infrastructureengineering/25-networking-issues,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,View a system architecture page,See The Full System,See how this fits into the production infrastructure engineering system it was built for.,/systems/infrastructure,Mid-article
Networking Issues,/blog/infrastructureengineering/25-networking-issues,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Download a PDF guide or checklist,Get The Cluster Blueprint,"Get the Raspberry Pi AI Cluster Blueprint — hardware list, network diagrams, Kubernetes manifests, and Grafana dashboards ($19).",/products/raspberry-pi-ai-cluster-blueprint,End of article
Networking Issues,/blog/infrastructureengineering/25-networking-issues,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Read a related article,Read: Networking (Skill),"Continue with ""Networking (Skill)"" for the next piece of this system.",/blog/infrastructureengineering/26-networking-skill,End of article
Networking Issues,/blog/infrastructureengineering/25-networking-issues,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Join an email newsletter,Get New Posts By Email,Get new infrastructure engineering breakdowns delivered before they're public.,/newsletter,Sticky sidebar
Networking (Skill),/blog/infrastructureengineering/26-networking-skill,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Explore a category pillar page,Browse More Like This,See every infrastructure engineering deep-dive in this series.,/categories/infrastructure-engineering,Intro
Networking (Skill),/blog/infrastructureengineering/26-networking-skill,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,View a system architecture page,See The Full System,See how this fits into the production infrastructure engineering system it was built for.,/systems/infrastructure,Mid-article
Networking (Skill),/blog/infrastructureengineering/26-networking-skill,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Download a PDF guide or checklist,Get The Cluster Blueprint,"Get the Raspberry Pi AI Cluster Blueprint — hardware list, network diagrams, Kubernetes manifests, and Grafana dashboards ($19).",/products/raspberry-pi-ai-cluster-blueprint,End of article
Networking (Skill),/blog/infrastructureengineering/26-networking-skill,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Read a related article,Read: Node Roles,"Continue with ""Node Roles"" for the next piece of this system.",/blog/infrastructureengineering/27-node-roles,End of article
Networking (Skill),/blog/infrastructureengineering/26-networking-skill,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Join an email newsletter,Get New Posts By Email,Get new infrastructure engineering breakdowns delivered before they're public.,/newsletter,Sticky sidebar
Node Roles,/blog/infrastructureengineering/27-node-roles,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Explore a category pillar page,Browse More Like This,See every infrastructure engineering deep-dive in this series.,/categories/infrastructure-engineering,Intro
Node Roles,/blog/infrastructureengineering/27-node-roles,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,View a system architecture page,See The Full System,See how this fits into the production infrastructure engineering system it was built for.,/systems/infrastructure,Mid-article
Node Roles,/blog/infrastructureengineering/27-node-roles,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Download a PDF guide or checklist,Get The Cluster Blueprint,"Get the Raspberry Pi AI Cluster Blueprint — hardware list, network diagrams, Kubernetes manifests, and Grafana dashboards ($19).",/products/raspberry-pi-ai-cluster-blueprint,End of article
Node Roles,/blog/infrastructureengineering/27-node-roles,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Read a related article,Read: Physical Organization,"Continue with ""Physical Organization"" for the next piece of this system.",/blog/infrastructureengineering/28-physical-organization,End of article
Node Roles,/blog/infrastructureengineering/27-node-roles,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Join an email newsletter,Get New Posts By Email,Get new infrastructure engineering breakdowns delivered before they're public.,/newsletter,Sticky sidebar
Physical Organization,/blog/infrastructureengineering/28-physical-organization,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Explore a category pillar page,Browse More Like This,See every infrastructure engineering deep-dive in this series.,/categories/infrastructure-engineering,Intro
Physical Organization,/blog/infrastructureengineering/28-physical-organization,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,View a system architecture page,See The Full System,See how this fits into the production infrastructure engineering system it was built for.,/systems/infrastructure,Mid-article
Physical Organization,/blog/infrastructureengineering/28-physical-organization,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Download a PDF guide or checklist,Get The Cluster Blueprint,"Get the Raspberry Pi AI Cluster Blueprint — hardware list, network diagrams, Kubernetes manifests, and Grafana dashboards ($19).",/products/raspberry-pi-ai-cluster-blueprint,End of article
Physical Organization,/blog/infrastructureengineering/28-physical-organization,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Read a related article,Read: Pod Layouts,"Continue with ""Pod Layouts"" for the next piece of this system.",/blog/infrastructureengineering/29-pod-layouts,End of article
Physical Organization,/blog/infrastructureengineering/28-physical-organization,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Join an email newsletter,Get New Posts By Email,Get new infrastructure engineering breakdowns delivered before they're public.,/newsletter,Sticky sidebar
Pod Layouts,/blog/infrastructureengineering/29-pod-layouts,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Explore a category pillar page,Browse More Like This,See every infrastructure engineering deep-dive in this series.,/categories/infrastructure-engineering,Intro
Pod Layouts,/blog/infrastructureengineering/29-pod-layouts,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,View a system architecture page,See The Full System,See how this fits into the production infrastructure engineering system it was built for.,/systems/infrastructure,Mid-article
Pod Layouts,/blog/infrastructureengineering/29-pod-layouts,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Download a PDF guide or checklist,Get The Cluster Blueprint,"Get the Raspberry Pi AI Cluster Blueprint — hardware list, network diagrams, Kubernetes manifests, and Grafana dashboards ($19).",/products/raspberry-pi-ai-cluster-blueprint,End of article
Pod Layouts,/blog/infrastructureengineering/29-pod-layouts,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Read a related article,Read: Power Consumption Tradeoffs,"Continue with ""Power Consumption Tradeoffs"" for the next piece of this system.",/blog/infrastructureengineering/30-power-consumption-tradeoffs,End of article
Pod Layouts,/blog/infrastructureengineering/29-pod-layouts,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Join an email newsletter,Get New Posts By Email,Get new infrastructure engineering breakdowns delivered before they're public.,/newsletter,Sticky sidebar
Power Consumption Tradeoffs,/blog/infrastructureengineering/30-power-consumption-tradeoffs,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Explore a category pillar page,Browse More Like This,See every infrastructure engineering deep-dive in this series.,/categories/infrastructure-engineering,Intro
Power Consumption Tradeoffs,/blog/infrastructureengineering/30-power-consumption-tradeoffs,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,View a system architecture page,See The Full System,See how this fits into the production infrastructure engineering system it was built for.,/systems/infrastructure,Mid-article
Power Consumption Tradeoffs,/blog/infrastructureengineering/30-power-consumption-tradeoffs,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Download a PDF guide or checklist,Get The Cluster Blueprint,"Get the Raspberry Pi AI Cluster Blueprint — hardware list, network diagrams, Kubernetes manifests, and Grafana dashboards ($19).",/products/raspberry-pi-ai-cluster-blueprint,End of article
Power Consumption Tradeoffs,/blog/infrastructureengineering/30-power-consumption-tradeoffs,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Read a related article,Read: Rack Overview,"Continue with ""Rack Overview"" for the next piece of this system.",/blog/infrastructureengineering/31-rack-overview,End of article
Power Consumption Tradeoffs,/blog/infrastructureengineering/30-power-consumption-tradeoffs,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Join an email newsletter,Get New Posts By Email,Get new infrastructure engineering breakdowns delivered before they're public.,/newsletter,Sticky sidebar
Rack Overview,/blog/infrastructureengineering/31-rack-overview,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Explore a category pillar page,Browse More Like This,See every infrastructure engineering deep-dive in this series.,/categories/infrastructure-engineering,Intro
Rack Overview,/blog/infrastructureengineering/31-rack-overview,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,View a system architecture page,See The Full System,See how this fits into the production infrastructure engineering system it was built for.,/systems/infrastructure,Mid-article
Rack Overview,/blog/infrastructureengineering/31-rack-overview,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Download a PDF guide or checklist,Get The Cluster Blueprint,"Get the Raspberry Pi AI Cluster Blueprint — hardware list, network diagrams, Kubernetes manifests, and Grafana dashboards ($19).",/products/raspberry-pi-ai-cluster-blueprint,End of article
Rack Overview,/blog/infrastructureengineering/31-rack-overview,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Read a related article,Read: Real Deployed Workloads,"Continue with ""Real Deployed Workloads"" for the next piece of this system.",/blog/infrastructureengineering/32-real-deployed-workloads,End of article
Rack Overview,/blog/infrastructureengineering/31-rack-overview,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Join an email newsletter,Get New Posts By Email,Get new infrastructure engineering breakdowns delivered before they're public.,/newsletter,Sticky sidebar
Real Deployed Workloads,/blog/infrastructureengineering/32-real-deployed-workloads,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Explore a category pillar page,Browse More Like This,See every infrastructure engineering deep-dive in this series.,/categories/infrastructure-engineering,Intro
Real Deployed Workloads,/blog/infrastructureengineering/32-real-deployed-workloads,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,View a system architecture page,See The Full System,See how this fits into the production infrastructure engineering system it was built for.,/systems/infrastructure,Mid-article
Real Deployed Workloads,/blog/infrastructureengineering/32-real-deployed-workloads,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Download a PDF guide or checklist,Get The Cluster Blueprint,"Get the Raspberry Pi AI Cluster Blueprint — hardware list, network diagrams, Kubernetes manifests, and Grafana dashboards ($19).",/products/raspberry-pi-ai-cluster-blueprint,End of article
Real Deployed Workloads,/blog/infrastructureengineering/32-real-deployed-workloads,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Read a related article,Read: Separation of Workloads,"Continue with ""Separation of Workloads"" for the next piece of this system.",/blog/infrastructureengineering/33-separation-of-workloads,End of article
Real Deployed Workloads,/blog/infrastructureengineering/32-real-deployed-workloads,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Join an email newsletter,Get New Posts By Email,Get new infrastructure engineering breakdowns delivered before they're public.,/newsletter,Sticky sidebar
Separation of Workloads,/blog/infrastructureengineering/33-separation-of-workloads,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Explore a category pillar page,Browse More Like This,See every infrastructure engineering deep-dive in this series.,/categories/infrastructure-engineering,Intro
Separation of Workloads,/blog/infrastructureengineering/33-separation-of-workloads,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,View a system architecture page,See The Full System,See how this fits into the production infrastructure engineering system it was built for.,/systems/infrastructure,Mid-article
Separation of Workloads,/blog/infrastructureengineering/33-separation-of-workloads,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Download a PDF guide or checklist,Get The Cluster Blueprint,"Get the Raspberry Pi AI Cluster Blueprint — hardware list, network diagrams, Kubernetes manifests, and Grafana dashboards ($19).",/products/raspberry-pi-ai-cluster-blueprint,End of article
Separation of Workloads,/blog/infrastructureengineering/33-separation-of-workloads,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Read a related article,Read: Storage Strategy,"Continue with ""Storage Strategy"" for the next piece of this system.",/blog/infrastructureengineering/34-storage-strategy,End of article
Separation of Workloads,/blog/infrastructureengineering/33-separation-of-workloads,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Join an email newsletter,Get New Posts By Email,Get new infrastructure engineering breakdowns delivered before they're public.,/newsletter,Sticky sidebar
Storage Strategy,/blog/infrastructureengineering/34-storage-strategy,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,Explore a category pillar page,Browse More Like This,See every infrastructure engineering deep-dive in this series.,/categories/infrastructure-engineering,Intro
Storage Strategy,/blog/infrastructureengineering/34-storage-strategy,infrastructure-engineering,DevOps and infrastructure engineers running self-hosted/homelab Kubernetes,Informational,View a system architecture page,See The Full System,See how this fits into the production infrastructure engineering system it was built for.,/systems/infrastructure,Mid-article
